t,state,generation,root,parent
204,0,0,66,66
205,0,0,66,66
206,0,0,66,66
207,0,0,66,66
208,0,0,66,66
209,0,0,66,66
210,0,0,66,66
211,0,0,66,66
212,0,0,66,66
213,0,0,66,66
214,0,0,66,66
215,0,0,66,66
216,0,0,66,66
217,0,0,66,66
218,0,0,66,66
219,0,0,66,66
220,0,0,66,66
221,0,0,66,66
222,0,0,66,66
223,0,0,66,66
224,0,0,66,66
225,0,0,66,66
226,0,0,66,66
227,0,0,66,66
228,0,0,66,66
229,0,0,66,66
230,0,0,66,66
231,0,0,66,66
232,0,0,66,66
233,0,0,66,66
234,0,0,66,66
235,0,0,66,66
236,0,0,66,66
237,0,0,66,66
238,0,0,66,66
239,0,0,66,66
240,0,0,66,66
241,0,0,66,66
242,0,0,66,66
243,0,0,66,66
244,0,0,66,66
245,0,0,66,66
246,0,0,66,66
247,0,0,66,66
248,0,0,66,66
249,0,0,66,66
250,0,0,66,66
251,0,0,66,66
252,0,0,66,66
253,0,0,66,66
254,0,0,66,66
255,0,0,66,66
256,0,0,66,66
257,0,0,66,66
258,0,0,66,66
259,0,0,66,66
260,0,0,66,66
261,0,0,66,66
262,0,0,66,66
263,0,0,66,66
264,0,0,66,66
265,0,0,66,66
266,0,0,66,66
267,0,0,66,66
268,0,0,66,66
269,0,0,66,66
270,0,0,66,66
271,0,0,66,66
272,0,0,66,66
273,0,0,66,66
274,0,0,66,66
275,0,0,66,66
276,0,0,66,66
277,0,0,66,66
278,0,0,66,66
279,0,0,66,66
280,0,0,66,66
281,0,0,66,66
282,0,0,66,66
283,0,0,66,66
284,0,0,66,66
285,0,0,66,66
286,0,0,66,66
287,0,0,66,66
288,0,0,66,66
289,0,0,66,66
290,0,0,66,66
291,0,0,66,66
292,0,0,66,66
293,0,0,66,66
294,1,0,66,66
295,0,0,66,66
296,0,0,66,66
297,0,0,66,66
298,0,0,66,66
299,0,0,66,66
300,0,0,66,66
301,0,0,66,66
302,0,0,66,66
303,0,0,66,66
304,0,0,66,66
305,0,0,66,66
306,0,0,66,66
307,0,0,66,66
308,0,0,66,66
309,0,0,66,66
310,0,0,66,66
311,0,0,66,66
312,0,0,66,66
313,0,0,66,66
314,0,0,66,66
315,0,0,66,66
316,0,0,66,66
317,0,0,66,66
318,0,0,66,66
319,0,0,66,66
320,0,0,66,66
321,0,0,66,66
322,0,0,66,66
323,0,0,66,66
324,0,0,66,66
325,0,0,66,66
326,0,0,66,66
327,0,0,66,66
328,0,0,66,66
329,0,0,66,66
330,0,0,66,66
331,0,0,66,66
332,0,0,66,66
333,0,0,66,66
334,0,0,66,66
335,0,0,66,66
336,0,0,66,66
337,0,0,66,66
338,0,0,66,66
339,0,0,66,66
340,0,0,66,66
341,0,0,66,66
342,0,0,66,66
343,0,0,66,66
344,0,0,66,66
345,0,0,66,66
346,0,0,66,66
347,0,0,66,66
348,0,0,66,66
349,0,0,66,66
350,0,0,66,66
351,0,0,66,66
352,0,0,66,66
353,0,0,66,66
354,0,0,66,66
355,0,0,66,66
356,0,0,66,66
357,0,0,66,66
358,0,0,66,66
359,0,0,66,66
360,0,0,66,66
361,0,0,66,66
362,0,0,66,66
363,0,0,66,66
364,0,0,66,66
365,0,0,66,66
366,0,0,66,66
367,0,0,66,66
368,0,0,66,66
369,0,0,66,66
370,0,0,66,66
371,0,0,66,66
372,0,0,66,66
373,0,0,66,66
374,0,0,66,66
375,0,0,66,66
376,0,0,66,66
377,0,0,66,66
378,0,0,66,66
379,0,0,66,66
380,0,0,66,66
381,0,0,66,66
382,0,0,66,66
383,0,0,66,66
384,0,0,66,66
385,0,0,66,66
386,0,0,66,66
387,0,0,66,66
388,0,0,66,66
389,0,0,66,66
390,0,0,66,66
391,0,0,66,66
392,0,0,66,66
393,0,0,66,66
394,0,0,66,66
395,0,0,66,66
396,0,0,66,66
397,0,0,66,66
398,0,0,66,66
399,0,0,66,66
400,0,0,66,66
401,0,0,66,66
402,0,0,66,66
403,0,0,66,66
404,0,0,66,66
405,0,0,66,66
406,0,0,66,66
407,0,0,66,66
408,0,0,66,66
409,0,0,66,66
410,0,0,66,66
411,0,0,66,66
412,0,0,66,66
413,0,0,66,66
414,0,0,66,66
415,1,0,66,66
416,2,0,66,66
417,1,0,66,66
418,3,0,66,66
419,2,0,66,66
420,2,0,66,66
421,2,0,66,66
422,2,0,66,66
0,0,0,67,67
1,0,0,67,67
2,0,0,67,67
3,0,0,67,67
4,0,0,67,67
5,0,0,67,67
6,0,0,67,67
7,0,0,67,67
8,0,0,67,67
9,0,0,67,67
10,0,0,67,67
11,0,0,67,67
12,0,0,67,67
13,0,0,67,67
14,0,0,67,67
15,0,0,67,67
16,0,0,67,67
17,0,0,67,67
18,0,0,67,67
19,0,0,67,67
20,0,0,67,67
21,0,0,67,67
22,0,0,67,67
23,0,0,67,67
24,0,0,67,67
25,0,0,67,67
26,0,0,67,67
27,0,0,67,67
28,0,0,67,67
29,0,0,67,67
30,0,0,67,67
31,0,0,67,67
32,0,0,67,67
33,0,0,67,67
34,0,0,67,67
35,0,0,67,67
36,0,0,67,67
37,0,0,67,67
38,0,0,67,67
39,0,0,67,67
40,0,0,67,67
41,0,0,67,67
42,0,0,67,67
43,0,0,67,67
44,0,0,67,67
45,0,0,67,67
46,0,0,67,67
47,0,0,67,67
48,0,0,67,67
49,0,0,67,67
50,0,0,67,67
51,0,0,67,67
52,0,0,67,67
53,0,0,67,67
54,0,0,67,67
55,0,0,67,67
56,0,0,67,67
57,0,0,67,67
58,0,0,67,67
59,0,0,67,67
60,0,0,67,67
0,4,0,68,68
1,1,0,68,68
2,1,0,68,68
3,1,0,68,68
4,1,0,68,68
5,1,0,68,68
6,1,0,68,68
7,1,0,68,68
8,1,0,68,68
9,1,0,68,68
10,1,0,68,68
11,1,0,68,68
12,1,0,68,68
13,1,0,68,68
14,1,0,68,68
15,1,0,68,68
16,1,0,68,68
17,2,0,68,68
18,2,0,68,68
19,2,0,68,68
20,2,0,68,68
21,2,0,68,68
22,2,0,68,68
23,2,0,68,68
24,2,0,68,68
25,2,0,68,68
0,0,0,69,69
1,0,0,69,69
2,0,0,69,69
3,0,0,69,69
4,0,0,69,69
5,0,0,69,69
6,0,0,69,69
7,0,0,69,69
8,0,0,69,69
9,0,0,69,69
10,0,0,69,69
11,0,0,69,69
12,0,0,69,69
13,0,0,69,69
14,0,0,69,69
15,0,0,69,69
16,0,0,69,69
17,0,0,69,69
18,0,0,69,69
19,0,0,69,69
20,0,0,69,69
21,0,0,69,69
22,0,0,69,69
23,0,0,69,69
24,0,0,69,69
25,0,0,69,69
26,0,0,69,69
27,0,0,69,69
28,0,0,69,69
29,0,0,69,69
30,0,0,69,69
31,0,0,69,69
32,0,0,69,69
33,0,0,69,69
34,0,0,69,69
35,0,0,69,69
36,0,0,69,69
37,0,0,69,69
38,0,0,69,69
39,0,0,69,69
40,0,0,69,69
41,0,0,69,69
42,0,0,69,69
43,0,0,69,69
44,0,0,69,69
45,0,0,69,69
46,0,0,69,69
47,0,0,69,69
48,0,0,69,69
49,0,0,69,69
50,0,0,69,69
51,0,0,69,69
52,0,0,69,69
53,0,0,69,69
54,0,0,69,69
55,0,0,69,69
56,0,0,69,69
57,0,0,69,69
58,0,0,69,69
59,0,0,69,69
60,0,0,69,69
61,0,0,69,69
62,0,0,69,69
63,0,0,69,69
64,0,0,69,69
65,0,0,69,69
66,0,0,69,69
67,0,0,69,69
68,0,0,69,69
69,0,0,69,69
70,0,0,69,69
71,0,0,69,69
72,0,0,69,69
73,0,0,69,69
74,0,0,69,69
75,0,0,69,69
76,0,0,69,69
77,0,0,69,69
78,0,0,69,69
79,0,0,69,69
80,0,0,69,69
81,0,0,69,69
82,0,0,69,69
83,0,0,69,69
84,0,0,69,69
85,0,0,69,69
86,0,0,69,69
87,0,0,69,69
88,0,0,69,69
89,0,0,69,69
90,0,0,69,69
91,0,0,69,69
92,0,0,69,69
93,0,0,69,69
94,0,0,69,69
95,0,0,69,69
96,0,0,69,69
97,0,0,69,69
98,0,0,69,69
99,0,0,69,69
100,0,0,69,69
101,0,0,69,69
102,0,0,69,69
103,0,0,69,69
104,0,0,69,69
105,0,0,69,69
106,0,0,69,69
107,0,0,69,69
108,0,0,69,69
109,0,0,69,69
110,0,0,69,69
111,0,0,69,69
112,0,0,69,69
113,0,0,69,69
114,0,0,69,69
115,0,0,69,69
116,0,0,69,69
117,0,0,69,69
118,0,0,69,69
119,0,0,69,69
120,0,0,69,69
121,0,0,69,69
122,0,0,69,69
123,0,0,69,69
124,0,0,69,69
1,0,0,70,70
2,0,0,70,70
3,0,0,70,70
4,0,0,70,70
5,0,0,70,70
6,0,0,70,70
7,0,0,70,70
8,0,0,70,70
9,0,0,70,70
10,0,0,70,70
11,0,0,70,70
12,0,0,70,70
13,0,0,70,70
14,0,0,70,70
15,0,0,70,70
16,0,0,70,70
17,0,0,70,70
18,0,0,70,70
19,0,0,70,70
20,0,0,70,70
21,0,0,70,70
22,0,0,70,70
23,0,0,70,70
24,0,0,70,70
25,0,0,70,70
26,0,0,70,70
27,0,0,70,70
28,0,0,70,70
29,0,0,70,70
30,0,0,70,70
31,0,0,70,70
32,0,0,70,70
33,0,0,70,70
34,0,0,70,70
35,0,0,70,70
36,0,0,70,70
37,0,0,70,70
38,0,0,70,70
39,0,0,70,70
40,0,0,70,70
41,0,0,70,70
42,0,0,70,70
43,0,0,70,70
44,0,0,70,70
45,0,0,70,70
46,0,0,70,70
47,0,0,70,70
48,0,0,70,70
49,0,0,70,70
50,0,0,70,70
51,0,0,70,70
52,0,0,70,70
53,0,0,70,70
54,0,0,70,70
55,0,0,70,70
56,0,0,70,70
57,0,0,70,70
58,0,0,70,70
59,0,0,70,70
60,0,0,70,70
61,3,0,70,70
62,0,0,70,70
63,0,0,70,70
64,0,0,70,70
65,0,0,70,70
66,0,0,70,70
67,0,0,70,70
68,0,0,70,70
69,0,0,70,70
70,0,0,70,70
71,0,0,70,70
72,0,0,70,70
73,0,0,70,70
74,0,0,70,70
75,0,0,70,70
76,0,0,70,70
77,0,0,70,70
78,0,0,70,70
79,0,0,70,70
80,0,0,70,70
81,0,0,70,70
82,0,0,70,70
83,0,0,70,70
84,0,0,70,70
85,0,0,70,70
86,0,0,70,70
87,3,0,70,70
88,3,0,70,70
89,3,0,70,70
90,0,0,70,70
91,0,0,70,70
92,0,0,70,70
93,0,0,70,70
94,0,0,70,70
95,0,0,70,70
96,0,0,70,70
97,0,0,70,70
98,0,0,70,70
99,0,0,70,70
100,0,0,70,70
101,0,0,70,70
102,0,0,70,70
103,0,0,70,70
104,0,0,70,70
105,0,0,70,70
106,0,0,70,70
107,0,0,70,70
108,0,0,70,70
109,0,0,70,70
110,0,0,70,70
111,0,0,70,70
112,0,0,70,70
113,0,0,70,70
114,0,0,70,70
115,0,0,70,70
116,0,0,70,70
117,0,0,70,70
118,3,0,70,70
2,3,0,71,71
4,3,0,73,73
5,3,0,73,73
6,3,0,73,73
7,3,0,73,73
8,3,0,73,73
9,3,0,73,73
10,0,0,73,73
11,0,0,73,73
12,0,0,73,73
13,0,0,73,73
14,0,0,73,73
15,0,0,73,73
16,0,0,73,73
17,0,0,73,73
18,0,0,73,73
19,0,0,73,73
20,0,0,73,73
21,0,0,73,73
22,0,0,73,73
23,0,0,73,73
24,0,0,73,73
25,0,0,73,73
26,0,0,73,73
27,0,0,73,73
28,0,0,73,73
29,0,0,73,73
30,0,0,73,73
31,0,0,73,73
32,0,0,73,73
33,0,0,73,73
34,0,0,73,73
35,0,0,73,73
36,0,0,73,73
37,0,0,73,73
38,0,0,73,73
39,0,0,73,73
40,0,0,73,73
41,0,0,73,73
42,0,0,73,73
43,0,0,73,73
44,0,0,73,73
45,0,0,73,73
46,0,0,73,73
47,0,0,73,73
48,0,0,73,73
49,0,0,73,73
50,0,0,73,73
51,0,0,73,73
52,0,0,73,73
53,0,0,73,73
54,0,0,73,73
55,0,0,73,73
56,0,0,73,73
57,0,0,73,73
58,0,0,73,73
59,0,0,73,73
60,0,0,73,73
61,0,0,73,73
62,0,0,73,73
63,0,0,73,73
64,0,0,73,73
65,0,0,73,73
66,0,0,73,73
67,0,0,73,73
68,0,0,73,73
69,0,0,73,73
70,0,0,73,73
71,0,0,73,73
72,0,0,73,73
73,0,0,73,73
74,2,0,73,73
75,3,0,73,73
76,2,0,73,73
77,2,0,73,73
78,2,0,73,73
79,2,0,73,73
80,2,0,73,73
81,2,0,73,73
82,2,0,73,73
83,2,0,73,73
84,2,0,73,73
85,2,0,73,73
86,2,0,73,73
87,2,0,73,73
88,2,0,73,73
89,2,0,73,73
90,2,0,73,73
91,2,0,73,73
92,2,0,73,73
93,2,0,73,73
94,3,0,73,73
95,3,0,73,73
96,3,0,73,73
97,3,0,73,73
98,3,0,73,73
15,3,0,78,78
16,0,0,79,79
17,3,0,80,80
18,2,0,80,80
19,2,0,80,80
20,0,0,80,80
21,0,0,80,80
22,0,0,80,80
23,0,0,80,80
24,0,0,80,80
25,0,0,80,80
26,0,0,80,80
27,0,0,80,80
28,0,0,80,80
29,0,0,80,80
30,0,0,80,80
31,0,0,80,80
32,0,0,80,80
33,0,0,80,80
34,0,0,80,80
35,0,0,80,80
36,0,0,80,80
37,0,0,80,80
38,0,0,80,80
39,0,0,80,80
40,0,0,80,80
41,0,0,80,80
42,0,0,80,80
43,0,0,80,80
44,0,0,80,80
45,0,0,80,80
46,0,0,80,80
47,0,0,80,80
48,0,0,80,80
49,0,0,80,80
50,0,0,80,80
51,0,0,80,80
52,0,0,80,80
53,0,0,80,80
54,0,0,80,80
55,0,0,80,80
56,0,0,80,80
57,0,0,80,80
58,0,0,80,80
59,0,0,80,80
60,0,0,80,80
61,1,0,80,80
62,0,0,80,80
63,0,0,80,80
64,0,0,80,80
65,0,0,80,80
66,0,0,80,80
67,0,0,80,80
68,0,0,80,80
69,0,0,80,80
70,0,0,80,80
71,0,0,80,80
72,0,0,80,80
73,0,0,80,80
74,0,0,80,80
75,0,0,80,80
76,0,0,80,80
77,0,0,80,80
78,0,0,80,80
79,0,0,80,80
80,0,0,80,80
81,0,0,80,80
82,0,0,80,80
83,0,0,80,80
84,0,0,80,80
85,0,0,80,80
86,0,0,80,80
87,0,0,80,80
88,0,0,80,80
89,0,0,80,80
90,0,0,80,80
91,0,0,80,80
92,0,0,80,80
93,0,0,80,80
94,0,0,80,80
95,0,0,80,80
96,0,0,80,80
97,0,0,80,80
98,0,0,80,80
99,0,0,80,80
100,0,0,80,80
101,0,0,80,80
102,0,0,80,80
103,0,0,80,80
104,0,0,80,80
105,0,0,80,80
106,0,0,80,80
107,0,0,80,80
108,0,0,80,80
109,0,0,80,80
110,0,0,80,80
111,0,0,80,80
112,0,0,80,80
113,0,0,80,80
114,0,0,80,80
115,0,0,80,80
116,0,0,80,80
117,0,0,80,80
118,0,0,80,80
119,0,0,80,80
120,0,0,80,80
121,0,0,80,80
122,0,0,80,80
123,0,0,80,80
124,0,0,80,80
125,0,0,80,80
126,0,0,80,80
127,0,0,80,80
128,0,0,80,80
129,0,0,80,80
130,0,0,80,80
131,0,0,80,80
132,0,0,80,80
133,0,0,80,80
134,0,0,80,80
135,0,0,80,80
136,0,0,80,80
137,0,0,80,80
138,0,0,80,80
139,0,0,80,80
140,0,0,80,80
141,0,0,80,80
142,0,0,80,80
143,0,0,80,80
144,0,0,80,80
145,0,0,80,80
146,0,0,80,80
147,0,0,80,80
148,0,0,80,80
149,0,0,80,80
150,0,0,80,80
151,0,0,80,80
152,0,0,80,80
153,0,0,80,80
154,0,0,80,80
155,0,0,80,80
156,0,0,80,80
157,0,0,80,80
158,0,0,80,80
159,0,0,80,80
160,0,0,80,80
161,0,0,80,80
162,0,0,80,80
163,0,0,80,80
164,0,0,80,80
165,0,0,80,80
166,0,0,80,80
167,0,0,80,80
168,0,0,80,80
169,0,0,80,80
170,0,0,80,80
171,0,0,80,80
172,0,0,80,80
173,0,0,80,80
174,0,0,80,80
175,0,0,80,80
176,0,0,80,80
177,0,0,80,80
178,0,0,80,80
179,0,0,80,80
180,0,0,80,80
181,0,0,80,80
182,0,0,80,80
183,0,0,80,80
184,0,0,80,80
185,0,0,80,80
186,0,0,80,80
187,0,0,80,80
188,0,0,80,80
189,0,0,80,80
190,0,0,80,80
191,0,0,80,80
192,0,0,80,80
193,0,0,80,80
194,0,0,80,80
195,0,0,80,80
196,0,0,80,80
197,0,0,80,80
198,0,0,80,80
199,0,0,80,80
200,1,0,80,80
201,0,0,80,80
202,0,0,80,80
203,0,0,80,80
204,0,0,80,80
205,0,0,80,80
206,0,0,80,80
207,0,0,80,80
208,0,0,80,80
209,0,0,80,80
210,0,0,80,80
211,0,0,80,80
212,0,0,80,80
213,0,0,80,80
214,0,0,80,80
215,0,0,80,80
216,0,0,80,80
217,0,0,80,80
218,0,0,80,80
219,0,0,80,80
220,0,0,80,80
221,0,0,80,80
222,0,0,80,80
223,0,0,80,80
224,0,0,80,80
225,0,0,80,80
226,0,0,80,80
227,0,0,80,80
228,0,0,80,80
229,0,0,80,80
230,0,0,80,80
231,0,0,80,80
232,0,0,80,80
233,0,0,80,80
234,0,0,80,80
235,0,0,80,80
236,0,0,80,80
237,0,0,80,80
238,0,0,80,80
239,0,0,80,80
240,0,0,80,80
241,0,0,80,80
242,0,0,80,80
243,0,0,80,80
244,0,0,80,80
245,0,0,80,80
246,0,0,80,80
247,0,0,80,80
248,0,0,80,80
249,0,0,80,80
250,0,0,80,80
251,0,0,80,80
252,0,0,80,80
253,0,0,80,80
254,0,0,80,80
255,0,0,80,80
256,0,0,80,80
257,0,0,80,80
258,0,0,80,80
259,0,0,80,80
260,0,0,80,80
261,0,0,80,80
262,0,0,80,80
263,0,0,80,80
264,0,0,80,80
265,0,0,80,80
266,0,0,80,80
267,0,0,80,80
268,0,0,80,80
269,0,0,80,80
270,0,0,80,80
271,0,0,80,80
272,0,0,80,80
273,0,0,80,80
274,0,0,80,80
275,0,0,80,80
276,0,0,80,80
277,0,0,80,80
278,0,0,80,80
279,0,0,80,80
280,0,0,80,80
281,0,0,80,80
282,0,0,80,80
283,0,0,80,80
284,0,0,80,80
285,0,0,80,80
286,0,0,80,80
287,0,0,80,80
288,0,0,80,80
289,0,0,80,80
290,0,0,80,80
291,0,0,80,80
292,0,0,80,80
293,0,0,80,80
294,1,0,80,80
295,0,0,80,80
296,0,0,80,80
297,0,0,80,80
298,0,0,80,80
299,0,0,80,80
300,0,0,80,80
301,0,0,80,80
302,0,0,80,80
303,0,0,80,80
304,0,0,80,80
305,0,0,80,80
306,0,0,80,80
307,0,0,80,80
308,0,0,80,80
309,0,0,80,80
310,0,0,80,80
311,0,0,80,80
312,0,0,80,80
313,0,0,80,80
314,0,0,80,80
315,0,0,80,80
316,0,0,80,80
317,0,0,80,80
318,0,0,80,80
319,0,0,80,80
320,0,0,80,80
321,0,0,80,80
322,0,0,80,80
323,0,0,80,80
324,0,0,80,80
325,0,0,80,80
326,0,0,80,80
327,0,0,80,80
328,0,0,80,80
329,0,0,80,80
330,0,0,80,80
331,0,0,80,80
332,0,0,80,80
333,0,0,80,80
334,0,0,80,80
335,0,0,80,80
336,0,0,80,80
337,0,0,80,80
338,0,0,80,80
339,0,0,80,80
340,0,0,80,80
341,0,0,80,80
342,0,0,80,80
343,0,0,80,80
344,0,0,80,80
345,0,0,80,80
346,0,0,80,80
347,0,0,80,80
348,0,0,80,80
349,0,0,80,80
350,0,0,80,80
351,0,0,80,80
352,0,0,80,80
353,0,0,80,80
354,0,0,80,80
355,0,0,80,80
356,0,0,80,80
357,0,0,80,80
358,0,0,80,80
359,0,0,80,80
360,0,0,80,80
361,0,0,80,80
362,0,0,80,80
363,0,0,80,80
364,0,0,80,80
365,0,0,80,80
366,0,0,80,80
367,0,0,80,80
368,0,0,80,80
369,0,0,80,80
370,0,0,80,80
371,0,0,80,80
372,0,0,80,80
373,0,0,80,80
374,0,0,80,80
375,0,0,80,80
376,0,0,80,80
377,0,0,80,80
378,0,0,80,80
379,0,0,80,80
380,0,0,80,80
381,0,0,80,80
382,0,0,80,80
383,0,0,80,80
384,0,0,80,80
385,0,0,80,80
386,0,0,80,80
387,0,0,80,80
388,0,0,80,80
389,0,0,80,80
390,0,0,80,80
391,0,0,80,80
392,0,0,80,80
393,0,0,80,80
394,0,0,80,80
395,0,0,80,80
396,0,0,80,80
397,0,0,80,80
398,0,0,80,80
399,0,0,80,80
400,0,0,80,80
401,0,0,80,80
402,0,0,80,80
403,0,0,80,80
404,0,0,80,80
405,0,0,80,80
406,0,0,80,80
407,0,0,80,80
408,0,0,80,80
409,0,0,80,80
410,0,0,80,80
411,0,0,80,80
412,0,0,80,80
413,0,0,80,80
414,0,0,80,80
415,0,0,80,80
416,0,0,80,80
417,0,0,80,80
418,0,0,80,80
419,0,0,80,80
420,0,0,80,80
421,0,0,80,80
422,0,0,80,80
423,0,0,80,80
424,0,0,80,80
425,0,0,80,80
426,0,0,80,80
427,0,0,80,80
428,0,0,80,80
429,0,0,80,80
430,0,0,80,80
431,0,0,80,80
432,0,0,80,80
433,0,0,80,80
434,0,0,80,80
435,0,0,80,80
436,0,0,80,80
437,0,0,80,80
438,0,0,80,80
439,0,0,80,80
440,0,0,80,80
441,0,0,80,80
442,0,0,80,80
443,0,0,80,80
444,0,0,80,80
445,0,0,80,80
446,0,0,80,80
447,0,0,80,80
448,0,0,80,80
449,0,0,80,80
450,0,0,80,80
451,0,0,80,80
452,0,0,80,80
453,0,0,80,80
454,0,0,80,80
455,0,0,80,80
456,0,0,80,80
457,0,0,80,80
458,0,0,80,80
459,0,0,80,80
460,1,0,80,80
461,1,0,80,80
462,2,0,80,80
463,2,0,80,80
464,2,0,80,80
17,0,0,81,81
18,0,0,81,81
19,0,0,81,81
20,0,0,81,81
20,3,1,53,53
21,3,1,53,53
22,3,1,53,53
23,2,1,53,53
24,2,1,53,53
20,3,1,53,53
21,3,1,53,53
22,3,1,53,53
23,3,1,53,53
24,3,1,53,53
25,3,1,53,53
26,3,1,53,53
27,0,1,53,53
28,0,1,53,53
29,0,1,53,53
30,0,1,53,53
31,0,1,53,53
32,0,1,53,53
33,0,1,53,53
34,0,1,53,53
35,0,1,53,53
36,0,1,53,53
37,0,1,53,53
38,0,1,53,53
39,0,1,53,53
40,0,1,53,53
41,0,1,53,53
42,0,1,53,53
43,0,1,53,53
44,0,1,53,53
45,0,1,53,53
46,0,1,53,53
47,0,1,53,53
48,0,1,53,53
49,0,1,53,53
50,0,1,53,53
51,0,1,53,53
52,0,1,53,53
53,0,1,53,53
54,0,1,53,53
55,0,1,53,53
56,0,1,53,53
57,0,1,53,53
58,0,1,53,53
59,0,1,53,53
60,0,1,53,53
61,0,1,53,53
62,0,1,53,53
63,0,1,53,53
64,0,1,53,53
65,0,1,53,53
66,0,1,53,53
67,0,1,53,53
68,0,1,53,53
69,0,1,53,53
70,0,1,53,53
71,0,1,53,53
72,0,1,53,53
73,0,1,53,53
74,0,1,53,53
75,0,1,53,53
76,0,1,53,53
77,0,1,53,53
78,0,1,53,53
79,0,1,53,53
80,0,1,53,53
81,0,1,53,53
82,0,1,53,53
83,0,1,53,53
84,0,1,53,53
85,0,1,53,53
86,0,1,53,53
87,0,1,53,53
88,0,1,53,53
89,0,1,53,53
90,0,1,53,53
91,0,1,53,53
92,0,1,53,53
93,0,1,53,53
94,0,1,53,53
95,0,1,53,53
96,0,1,53,53
97,0,1,53,53
98,0,1,53,53
99,0,1,53,53
100,0,1,53,53
101,0,1,53,53
102,0,1,53,53
103,0,1,53,53
104,0,1,53,53
105,0,1,53,53
106,0,1,53,53
107,0,1,53,53
108,0,1,53,53
109,0,1,53,53
110,0,1,53,53
111,0,1,53,53
112,0,1,53,53
113,0,1,53,53
114,0,1,53,53
115,0,1,53,53
116,0,1,53,53
117,0,1,53,53
118,0,1,53,53
119,0,1,53,53
120,0,1,53,53
121,0,1,53,53
122,0,1,53,53
123,0,1,53,53
124,0,1,53,53
125,0,1,53,53
126,0,1,53,53
127,0,1,53,53
128,0,1,53,53
129,0,1,53,53
130,0,1,53,53
131,0,1,53,53
132,0,1,53,53
133,0,1,53,53
134,0,1,53,53
135,0,1,53,53
136,0,1,53,53
137,0,1,53,53
138,0,1,53,53
139,0,1,53,53
140,0,1,53,53
141,0,1,53,53
142,0,1,53,53
143,0,1,53,53
144,0,1,53,53
145,0,1,53,53
146,0,1,53,53
147,0,1,53,53
148,0,1,53,53
149,0,1,53,53
150,0,1,53,53
151,0,1,53,53
152,0,1,53,53
153,0,1,53,53
154,0,1,53,53
155,0,1,53,53
156,0,1,53,53
157,0,1,53,53
158,0,1,53,53
159,0,1,53,53
160,0,1,53,53
161,0,1,53,53
162,0,1,53,53
163,0,1,53,53
164,0,1,53,53
165,0,1,53,53
166,0,1,53,53
167,0,1,53,53
168,0,1,53,53
169,0,1,53,53
170,0,1,53,53
171,0,1,53,53
172,0,1,53,53
173,0,1,53,53
174,0,1,53,53
175,0,1,53,53
176,0,1,53,53
177,0,1,53,53
178,0,1,53,53
179,0,1,53,53
180,0,1,53,53
181,0,1,53,53
182,0,1,53,53
183,0,1,53,53
184,0,1,53,53
185,0,1,53,53
186,0,1,53,53
187,0,1,53,53
188,0,1,53,53
189,0,1,53,53
190,0,1,53,53
191,0,1,53,53
192,0,1,53,53
193,0,1,53,53
194,0,1,53,53
195,0,1,53,53
196,0,1,53,53
197,0,1,53,53
198,0,1,53,53
199,0,1,53,53
200,0,1,53,53
201,0,1,53,53
202,0,1,53,53
203,0,1,53,53
204,0,1,53,53
205,0,1,53,53
206,0,1,53,53
207,0,1,53,53
208,0,1,53,53
209,0,1,53,53
210,0,1,53,53
211,0,1,53,53
212,0,1,53,53
213,0,1,53,53
214,0,1,53,53
215,0,1,53,53
216,0,1,53,53
217,0,1,53,53
218,0,1,53,53
219,0,1,53,53
220,0,1,53,53
221,0,1,53,53
222,0,1,53,53
223,0,1,53,53
224,0,1,53,53
225,0,1,53,53
226,0,1,53,53
227,0,1,53,53
228,0,1,53,53
229,0,1,53,53
230,0,1,53,53
231,0,1,53,53
232,0,1,53,53
233,0,1,53,53
234,0,1,53,53
235,0,1,53,53
236,0,1,53,53
237,0,1,53,53
238,0,1,53,53
239,0,1,53,53
240,0,1,53,53
241,0,1,53,53
242,0,1,53,53
243,0,1,53,53
244,0,1,53,53
245,0,1,53,53
246,0,1,53,53
247,0,1,53,53
248,0,1,53,53
249,0,1,53,53
250,0,1,53,53
251,0,1,53,53
252,0,1,53,53
253,0,1,53,53
254,0,1,53,53
255,0,1,53,53
256,0,1,53,53
257,0,1,53,53
258,0,1,53,53
259,0,1,53,53
260,0,1,53,53
261,0,1,53,53
262,0,1,53,53
263,0,1,53,53
264,0,1,53,53
265,0,1,53,53
266,0,1,53,53
267,0,1,53,53
268,0,1,53,53
269,0,1,53,53
270,0,1,53,53
271,0,1,53,53
272,0,1,53,53
273,0,1,53,53
274,0,1,53,53
275,0,1,53,53
276,0,1,53,53
277,0,1,53,53
278,0,1,53,53
279,0,1,53,53
280,0,1,53,53
281,0,1,53,53
282,0,1,53,53
283,0,1,53,53
284,0,1,53,53
285,0,1,53,53
286,0,1,53,53
287,0,1,53,53
288,0,1,53,53
289,0,1,53,53
290,0,1,53,53
291,0,1,53,53
292,0,1,53,53
293,0,1,53,53
294,0,1,53,53
295,0,1,53,53
296,0,1,53,53
297,0,1,53,53
298,0,1,53,53
299,0,1,53,53
300,0,1,53,53
301,0,1,53,53
302,0,1,53,53
303,0,1,53,53
304,0,1,53,53
305,0,1,53,53
306,0,1,53,53
307,0,1,53,53
308,0,1,53,53
309,0,1,53,53
310,0,1,53,53
311,0,1,53,53
312,0,1,53,53
313,0,1,53,53
